Name,data01,data02,data03,data04,data05,data06,data07,data08,data09,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57
Adenosine,2404552.389,12756340.1,12357487.77,2551401.681,5443713.162,6431772.571,9818974.274,16612669.76,1597136.768,5241507.125,1523070.267,3194325.887,2218365.697,3854215.424,19132143.76,9616084.075,5291213.933,14859843.48,2014544.635,7146068.52,64519.53854,311499.5202,5748491.277,269452.6706,82162.6811,8962632.134,1059789.285,12857829.41,2024330.474,3562843.635,2663010.812,1246854.811,1611640.35,1431828.252,1014437.306,13717391.23,72511.44845,489154.0373,72445.47971,11316575.78,4436002.455,5743490.694,1095237.559,1562076.269,2040442.124,5327805.195,1296276.736,1164654.274,1256235.858,1126520.791,1165598.834,1152518.021,498827.5421,1235225.495,547088.0826,1034536.14,2783278.514
Aflatoxin G2,95411.54935,52351.75658,53917.21259,68518.24225,54138.13099,53713.26195,200410.691,56412.88624,59030.72178,55014.91995,56870.14648,55777.22658,56492.34988,55962.32596,53866.0869,55134.97811,58423.05844,53641.13729,6651235.636,149192.6051,43711.52848,50877.24549,440718.2947,44584.32578,44589.90939,4930976.343,79468.3405,58699.23239,57693.20111,62423.68532,58539.68909,225976.41,54740.27296,53179.93014,53069.41833,57398.94598,42447.11858,42327.84485,42016.35403,53661.33719,53820.83191,55141.41593,52650.16111,55939.85402,53182.12415,1670459.165,53985.08287,51872.34946,49307.06921,221562.6313,51595.55126,56327.60943,53593.03063,51190.73166,47852.49809,755089.7152,52964.20694
Allopurinol,372239.862,101408.4088,202474.9702,19985.85407,29764.24605,77629.56465,25233.65326,24901.06312,24861.729,91852.636,25853.53901,89642.51826,40694.80053,40916.20386,112142.6024,30641.3986,182947.3687,489588.3312,39943.31305,140741.7487,24579.60184,23937.07009,65851.9293,23901.45056,25553.65129,130479.9296,23991.61857,76019.1608,30676.24895,58595.82961,24129.49294,23074.12785,21714.91759,37870.42588,103233.0306,697206.3893,22039.24642,22600.50303,21288.16772,31168.21047,73981.74889,80297.5888,21591.30153,21475.20684,30459.63761,51359688.99,21512.60378,528228.6418,19690.53262,19328.36694,19725.33973,21249.358,19336.52133,442296.7537,2207027.367,18275.9431,20024.01754
Alprenolol,31801988.28,15854117.51,14209667.32,93272342.48,11257091.63,9847553.113,8911776.501,6294068.159,11849901.72,10520737.99,11080318.03,6613208.483,11781389.23,13205775.25,4781697.649,11264633.78,4763482.917,9305288.044,9603196.796,5436762.856,229914.3979,245722.5716,11651186.04,214867.3669,217384.2391,8776008.298,6657702.042,12558622.58,6496932.579,9632204.732,10099241.81,12609171.39,6986996.72,10584065.42,11414412.05,7653343.347,217697.071,203961.2448,205508.3377,12973333.5,16334512.6,12242386.21,9381979.251,12599385.74,12325758.07,18116247.67,30318735,39009125.48,36975394.49,17828868.58,14878718.99,9078024.646,9143507.941,17022342.81,16770118.44,13110781.66,15386340.24
Benzothiazole,9067004.999,6277689.744,4010517.711,8489726.057,6334774.344,4367630.343,8145942.458,3479071.836,9489427.639,5437819.407,6796236.186,4870531.885,2602611.628,4538295.507,3983557.613,6059947.969,5972357.927,1625173.088,4865636.252,2301636.859,109968.63,62558.35027,3838348.351,652668.76,614074.5048,3900174.16,3539929.549,4166850.731,7584575.641,6868124.789,3144411.138,3141369.625,1999023.49,2403704.93,2824237.719,1604818.869,115703.6832,475324.0129,48153.51533,2049676.164,2543052.966,1854578.7,1472270.682,3373084.091,2886998.172,1482447.221,2640759.381,2724939.869,3785184.456,61771.14849,5432392.157,2318860.819,2491414.208,3191899.087,60851.31126,67003.85414,75930.86479
Benzyl methacrylate,106420.2824,18876517.03,1156821.27,89329.63788,59590.0266,6463639.252,1200734.443,185010.3966,65977.65918,82640.74154,264577.2937,750417.2329,63858.18663,758134.8254,6369076.221,293696.0072,151218.8869,864550.3843,60236.14772,15289296.21,43010.25533,34870.53737,59337.46763,44524.94015,41471.21958,1326179.46,61422.99293,61526.79479,61506.25853,63278.67567,61995.80052,60267.89899,58270.1882,81177.42919,63483.02243,72312.8811,42255.12962,40083.73208,40957.54238,63058.32629,61566.34215,64155.9311,62867.70774,59952.52827,67960.63735,68550.90488,64472.06236,61668.5984,70485.73293,62352.80087,64722.27626,63929.78334,60405.22397,72110.67452,65773.15876,69004.73029,64188.82711
Benzyl N-[2-hydrazino-1-(1H-imidazol-4-ylmethyl)-2-oxoethyl]carbamate,21017.94249,113820.4481,15609.18119,13485.64835,17356.80247,17153.3495,17507.87294,17260.26413,17827.69139,319079.0438,17243.19502,16940.11388,17165.36864,17625.19214,17531.84064,17779.09233,20712.30206,16473.97028,16701.66974,16187.09069,16987.64485,16607.395,16631.65897,16066.62657,16814.59553,155349.8195,16718.94959,15724.45409,15862.00369,15821.67357,16398.50437,16387.24302,15789.91738,27730.86053,4606912.289,15763.72639,16558.35187,15079.10057,14716.31884,14769.75629,14856.81477,15104.75586,15024.73583,14468.6946,15443.10225,21243.71726,14710.90914,1731135.983,14043.43105,67811.37565,14122.43352,13977.1173,39081.31736,171573.0524,1116595.058,13478.4034,212391.8591
Betahistine,10494723.47,14097963.51,13776158.57,12483939.99,13547922.32,13050764.18,11698258.13,13130891.58,12283429.72,10163095.91,11440059.69,11887918.94,12190426.07,12630229.17,12310726.44,10509957.58,10768766.27,10458361.53,11043843.68,10716134.54,21561609.06,11987190.57,12770618.87,15990172.46,19380722.16,9682337.174,13024431.09,11097585.32,10927975.75,9251522.621,13668940.34,11355278.88,12324707.31,10247595.79,10499874.77,12412425.91,26599404.69,11084279.11,15097152.8,11810677.32,11263923.98,11127274.18,12523214.44,11495461.92,9722638.977,14268296.73,12505805.54,9860192.78,11550150.76,13916991.44,24040448.73,7850860.659,31898814.96,17131548.21,9093236.846,15332580.28,15554004.72
Betaine,11974190.42,12814431.49,13556665.41,20764151.68,13622922.09,13271454.93,13409163.15,14851167.61,13070967.77,13928357.09,13446145.46,14256328.75,14238816.42,13913291.05,14418661.48,13817053.71,14634230.88,15957940.8,14611513.08,13800794.43,9476446.648,7209041.648,15585083.28,9708177.259,9791491.814,16268416.47,15939356.59,22624498.2,14192620.29,13775697.09,14543092.88,13746636.13,14922865.33,16518969.22,21197189.27,13997463.55,8969999.351,9123566.101,9156073.33,29925581.81,16321504.15,35605291.08,31217248.95,16101429.05,13684269.18,17988380.73,13037579.7,13931550.59,30717347.98,17901112.32,47085965.56,25490019.92,34576262.74,28541434.8,26217896.35,19645731.69,20202251.25
Biotin,30995.39953,2912776.382,2191452.625,27153.10678,33808.19539,941199.513,36842.48796,59507.49283,29740.87305,1039511.969,25275.97459,44275.20441,21063.44921,21984.69791,2971731.681,53047.95778,26288.39371,19158.37414,22520.22746,176194.3033,19474.60511,19985.10559,728259.355,18909.66923,19585.98359,454662.2781,20386.39317,33209.52617,27362.94104,24375.66776,23595.79387,21945.4282,20256.58378,19108.7978,18507.15326,2656283.466,17527.62476,17272.9466,17322.20459,148924.7714,18744.99811,24074.20428,17818.80347,18652.26651,18538.59641,21049.95627,19920.33612,21692.90291,17528.96353,18482.28753,18222.99392,21725.66864,20248.758,20180.74886,39278.66636,21211.70767,22502.33753
Bis(2-ethylhexyl) phthalate,116637287.2,346394781.6,215571935.3,285306983.2,393561469.7,349268930.2,362667052.5,347965477.6,255672579.6,217212803.3,269049945.9,410995835,231365151.5,204714788.7,225752094.9,289993906.7,370312084.5,286296701.5,413936976.4,281407409.4,273347381.1,346711760.8,284998129,247946112.1,306535450.3,342335588.6,468430595,312395363.5,320509025.2,414707770.4,345396871.9,373737324.1,337722372.1,468185744.1,489872264.3,402570316.6,278233061.1,272534666.8,294086921.2,345632462.1,525971025.9,434075137.9,183490572.6,86739975.13,391261441.6,437721765.1,506318582.7,465815115.5,334270855.6,348845038.1,469802117.5,497780703.9,292315343.1,494357327.4,375938313.6,403952702,361082196.5
Bis(4-ethylbenzylidene)sorbitol,66923964.15,84599057.66,111127145.9,103720861.7,36678336.85,27659596.06,134797579.4,43429716.84,71314684.11,27369805.25,51225278.88,49498139.57,44985550.54,88953892.1,97569653.89,274081212.8,112405463.7,110829843.1,46599536.7,59524290.07,98333.72488,113612.1742,57611973.44,94998.55505,97229.42378,74706472.82,38785763.23,82044135.55,56805521.11,70358279.23,78300986.07,29137771.79,181242682.6,40103060.48,121601883.3,101252115.1,91373.15391,90574.26773,89313.33713,117087526.8,137456795.1,168680137.7,40297353.92,33895681,146452998.7,53158837.52,50149420.55,42206634.55,69442829.75,31140662.8,35418684.47,38293063.46,206933742.8,77357558.07,236590109.1,233057754.7,211675522.6
Bis(methylbenzylidene)sorbitol,66169671.31,50500331.26,49359083.72,49639612.88,42002143.49,38608999.52,70229041.21,29578500.82,82189185.96,31905945.58,52287302.91,40011183.72,27011584.12,52527748.99,41172116.61,33385344.4,36775363.97,9706737.826,34066859.89,16039321.54,49233.94968,59919.86393,32174390.72,50503.11682,51630.56542,25831842.74,26188749.58,22896406.63,83544584.97,50288090.15,20558451.84,31512771.46,17542538.12,15685618.35,13064698.88,9849951.646,48645.48783,47423.9465,49575.06679,8298594.446,15754325.36,9309407.743,3777395.383,26586110.09,15103939.64,20081143.48,29730104.38,33638469.59,61712594.6,25337276.39,33837289.19,31187742,19047761.13,60485645.82,68905713.01,65603935.03,51899917.65
Caprolactam,189096935.9,134619295,124050671.2,177353842.8,136612797.3,140013553.2,134901623.7,138326550.1,139779854.3,134735253.7,126696866.7,135099848.3,155528667,158450565.4,166085136.8,144699200.9,140765259.3,154915342.3,163522413.4,170574683.2,392401101.5,155770130.4,171328197.2,416168020.1,393124691.1,190270982.9,177469194.2,188606378.9,154153284.3,170615968.8,147372514,143777805.9,149762088.7,144260002.4,150925272.2,148708656.1,297197747.2,321127835.4,355305823.3,154553606.3,144997663.4,153479548.9,159328025.9,150222883.5,163756733.5,144750023.4,137991663,132198541.9,140117380.4,147679363.9,167446886.5,136826116.1,155782247.9,131614028.5,133596590.3,126717569.7,122001841.5
CB-86,1569349.407,4191711.256,2562993.975,1135745.537,8438725.868,9171189.556,13296577.71,7936921.143,12322196.87,9307509.208,9287034.376,10154417.56,10278034.06,10066400.28,9126686.239,11416350.48,11118672.57,11245831.96,8234793.86,10092034.01,79013.20139,125602.4567,7923792.706,78586.3465,81207.40797,11063148.46,7386429.078,8850480.421,7744080.685,9278355.337,8665516.961,7242271.617,8273690.651,5975355.344,7538854.526,9117944.288,77325.20968,75656.28376,71387.93644,8193094.329,8781108.38,9261488.14,4687054.206,8192090.868,8284043.36,6616477.809,9250908.682,6919312.14,8543042.918,4771565.953,4996987.347,6121113.913,8612857.204,6627888.322,9167508.026,8177882.064,8413125.035
Cetrimonium,15673938.69,65078699.81,84683214.18,70160838.05,95495874.89,64574299.81,55504672.41,56499410.36,55125484.3,55221217.33,56918787.45,56340226.98,56509896.34,52996533.58,56397696.58,19521575.94,55363782,56704237.08,54382164.28,55867304.84,41690223.93,44575249.33,20218969.26,28970532.45,39974009.66,55459328.23,59023563.19,56373248.8,56884767.55,57031735.51,56956975.16,59026204.2,58732807.63,57877199.07,56129379.78,55205957.94,40572513.09,40067830.37,25197043.91,55175314.41,58586342.78,49884682.51,53848034.61,53828874.64,13710408.3,50625934.7,10475916.34,54249650.37,57292367.5,57571435.81,59136520.64,63798586.92,67129990.15,67984567.14,62461294.52,90974586.77,57799399.44
Choline,4164585.674,71769374.04,20451892.9,1239237.973,3983822.146,6548381.72,751770.2673,30917953.89,1973878.33,11706999.84,978537.5119,5596285.066,2919656.989,8916163.492,47873151.88,10354440.1,9380467.798,4740139.504,1764862.49,25259315.16,346571.7881,200371.855,13126760.82,103354.9479,147489.0966,16794162.9,746724.3898,4605954.077,1199213.014,2863680.026,3879947.356,526909.8446,615038.3732,1596121.257,1285676.213,40239313.38,303197.8958,1335727.46,194798.2105,1068341.21,1032681.75,7784702.32,1509932.295,630082.7288,2001470.359,40379846.61,728493.2402,308718.9994,1468753.541,1366435.866,1220186.96,368475.9571,339251.3111,408278.6726,4438400.442,1131450.327,2512723.927
Citroflex 2,5862369.978,4228110.837,3691679.78,3509380.327,4356029.894,2479965.827,6790490.444,2346362.842,5962963.453,3279997.743,4415194.914,2677945.052,1872106.11,6972333.727,3047329.943,4125378.071,5111307.154,2749779.202,3133425.005,4539131.648,89334.83171,154631.4899,542129.2265,86257.8702,84560.76089,5001437.699,3317565.728,5114388.545,4943127.778,5788010.706,5028692.733,2859742.176,1432328.161,1727667.597,3942360.639,3726569.638,81779.19644,80237.68478,85316.32693,2768993.237,4306117.629,4487956.255,822240.1876,4209616.153,3872086.618,2960510.953,4496394.322,4740151.8,5419441.757,6751498.344,3732813.692,9040199.326,9161991.389,8940139.724,8391293.662,12623353.23,8759258.883
Citroflex A-4,7787255.903,3163466.362,4176598.708,10684080.9,3035490.849,2128250.68,2656826.469,2462417.305,2901040.064,2581475.522,2867878.544,3140059.869,2982543.51,2416204.777,2680703.97,2634803.363,3095806.929,3063822.19,2303682.323,2276688.45,60047.34141,42114.92713,1940455.589,59357.81761,56211.08266,2235608.117,2312167.421,2179933.44,2267474.401,2097273.659,2276796.859,1826246.999,2414710.034,1945165.091,3275060.558,2217653.817,56940.09053,54848.93905,52999.60523,2250916.528,2395497.088,2228452.642,1899614.753,2273969.974,2368746.172,1843323.711,2980426.602,2630899.541,2042781.946,2033383.373,2263049.376,1867429.599,2132844.424,2220009.111,1761350.992,1838616.503,2441100.699
Coniine,696059202.7,5146483382,5156575938,5624265986,5441220087,5303246335,5413193619,5579320034,5259916174,5338301136,5398665579,5244004248,5201552235,5784621902,5573315762,5339883490,5692365862,5465590982,5614670968,5625093095,4794194273,2228791910,5694844949,5300928246,5161585480,5572582354,5949182589,5945365827,5796243402,5654719384,5912078015,5840260106,5759510731,5635101344,5795808046,5716160097,4969407521,5120438675,4760900879,5777797233,5978552541,6458332354,6569554754,6266296020,5493993835,6551943103,5557119706,5365819606,5352299213,5095014354,6711299361,4281833593,6733805879,4871192042,5727320193,4743897496,4449036710
Corticosterone,3685624.625,2140307.401,2021157.527,3112231.253,1341034.28,1202513.608,3549530.624,1578108.208,1565333.428,1554798.345,1698657.612,1178207.238,1325687.173,2459974.432,2283374.121,1470022.95,897468.0202,1115687.441,1428044.976,2148527.547,50066.9397,61004.60107,3192033.712,50568.76449,50749.90862,2990730.606,1228595.442,1343702.355,1175408.221,1571236.518,1681907.011,1372408.91,863405.7553,798159.4336,798078.5044,2527365.446,49100.4315,48657.88499,47835.44864,1821817.447,115659.7724,1944193.799,814647.7594,1096623.7,1667325.686,3235744.36,471624.7865,876792.7331,71227.59026,1101999.426,1044138.814,1530765.965,908675.8719,1155567.564,1531702.925,683363.9,1131769.548
Crotonic acid,1327616.91,2134813.905,1458541.09,2570577.015,1125982.892,1679212.632,3328777.208,1327507.925,4898371.446,1662731.583,3218289.39,2253653.664,1807794.033,1147431.186,1362369.638,1968204.87,2374528.574,1005125.83,2407042.461,591235.3239,580158.8586,588801.4536,1583346.342,573264.1092,571276.889,1241282.618,1540811.017,1469746.684,3656621.978,2772524.155,1256153.903,946908.8318,777865.0106,766400.8828,783775.2776,626559.3073,487367.4282,505967.7133,496483.4877,396275.5522,624061.9875,575032.3241,428934.9674,1367876.225,1200182.684,611248.3102,1143476.243,693363.6672,671162.1525,556250.8942,1319533.596,611804.8118,940986.7612,640516.5583,1523892.89,653557.8302,291017.8055
cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,25443732.39,8985850.72,11771081.32,19188986.64,8073982.248,7950449.391,7287224.854,8814833.77,7496522.164,8155189.149,8498223.07,9510557.667,10106998.2,8930442.976,9949373.1,9642434.119,10394129.89,9010157.001,11476992.24,11306090.97,95444.17472,54656.6375,11911386.57,123803.0774,51073.33021,13228110.43,14732296.89,12967021.18,12987682.78,12618568.67,14499852.87,14329216.25,819381.8834,13207860.29,14806026.23,13947070.16,50505.95605,49188.14371,49480.19644,16112942.08,16336907.41,15885823.38,13504488.93,20347752.08,16014288.79,17559043.76,19293514.48,19441339.87,19860821.88,20242010.52,23407638.66,22262423.27,23058079.36,27255895.28,38331336.02,25131377.07,31008439.35
Cyclohexylamine,9001782439,33084285857,32644168399,33663370499,34547724275,33554785732,34473442944,35262802227,33778577951,34062732693,34388542883,33821100629,33484320077,36534730123,35651524218,33739885835,35661966441,35314323707,35576682471,35187316728,36221376177,21213878034,35682601427,36894122863,37639547233,35409163599,37124194158,37212831190,36441040408,35450505791,36896713993,36603407887,36061327194,35481380624,35786279421,35872248747,34467751005,35778214132,34005016087,36067204807,38409986017,39926556517,41365830797,39349076644,34608687448,40651022440,35100477697,34038373307,34206376312,32422709635,45044896180,29762040502,47265436308,30404897634,35687290195,29916729127,28164174975
D-(+)-Maltose,133673559,107652375.6,92101036.91,69822198.05,156751531.5,99061573.27,145803651.9,40313878.69,214525382.3,40918033.86,28433907.39,31078218.22,29606908.34,106962922.4,57883645.03,97821372.16,59285317.86,39504633.35,69300072.64,74125911.71,236911.0801,953441.7687,44522396.59,442797.5121,262214.4152,72390514.27,62721817.2,70879528.59,87710936.86,73127499.93,100747920.8,82198573.36,75561874.45,144138959,104521310.6,75150394.34,562642.7669,1712470.413,325040.4267,71413916.18,49465387.67,62766729.97,35631642.73,80137604.52,103287143.7,507597.1862,49786810.24,28761484.37,77896844.61,206111037.7,106023742.6,86114505.77,45603823.14,77699012.81,40205715.03,76238029.97,131021011.3
Decanamide,32425307.5,283603439.1,280349338.4,301416409.2,295095441.7,270022234.3,278266899.8,297586347.5,272969814.1,272418013.4,293490348.2,276962789.7,271379442.6,309078656.6,291911576.9,278712345.6,304178584.3,309071468.7,288815901.7,294009085.4,199325450.9,201284943.3,299225811.1,199227560.4,210915221.3,299490341.8,312112325.1,316702464.2,302238510.8,294141924.4,316724280.5,313105276.3,311591213.7,301038470.5,302853528.2,300108988.2,195186261.1,224205291.6,205649284.4,316385661.5,321545589.1,344621414.1,364969400.9,332235325.3,284919635.4,347086495.6,280532259.7,313058282.4,288186693.9,295135062.7,321448933.3,227549967.6,333838642,272248656.6,308130099.9,286594213.6,222947503.8
Desethylatrazine,86365.77997,7222183.321,3810040.186,513321.494,267769.1199,1888644.661,127072.5621,26953.00367,139395.0666,370219.15,62654.98603,15038.1871,227116.6799,74738.30411,3082059.197,278801.1808,496958.9512,30010.59444,236953.6747,444581.5983,10850.45584,11446.8163,353646.609,10551.09174,11280.44168,1138300.734,9777.527734,14251.39403,9593.633698,40551.19516,483320.5138,80837.55944,19824.29238,70998.39349,117128.9549,2002658.907,24942.77916,40811.0379,11776.74893,44050.19755,17437.29941,469286.9724,256683.5014,43685.36528,18140.0762,19976.17893,450414.2917,8308.315139,8658.799339,8532.342929,17916.59126,8384.356547,8535.942616,8751.023508,13109.35489,21226.63739,197200.8116
Desmethylclozapine,851887.7394,5866376.837,4595157.694,324625.1989,549812.0514,1692383.055,198181.6276,413395.0646,404199.142,1571219.737,187138.2873,367175.0745,240819.9577,133085.4253,13157152.91,149074.0877,2030317.72,125875.0672,206394.9513,499971.4694,78064.4267,95323.53334,1264325.949,79258.66297,74937.8219,2063365.586,691670.3662,233049.7377,375630.25,595072.8755,1202525.829,156504.4376,482658.2502,107024.7625,184735.1157,12383178.33,70023.63303,71113.58028,69977.85941,1354868.691,186049.0007,1855288.643,113714.6714,116263.9236,107715.8563,141721.3519,110607.6098,104219.347,112916.06,101909.5954,566660.6612,117291.5247,107296.0517,117531.0178,116640.4818,218810.0745,96386.61382
Dibutyl phthalate,9771973.882,6788629.706,4204810.879,9910067.391,5747441.369,5114581.485,6162683.15,6088620.839,6731504.786,6417351.966,5211486.917,5101868.981,7062466.24,6892501.182,5085739.122,4983642.782,4909914.026,1699318.047,6111450.339,4954512.797,6520215.51,3907337.988,7940419.93,8094786.055,11711526.94,5360341.162,6145449.125,6116095.442,4313241.975,3739068.249,3514356.763,4829016.621,3095278.499,2225852.629,3024469.062,3993610.707,6524560.571,6557868.677,6672779.499,521427.1881,1825348.681,10931639.22,9295677.984,1334406.223,5102431.361,1757489.908,1608772.624,1655214.591,1561089.688,414435.975,1815075.66,1642882.39,1836167.77,1564041.685,1687002.418,1702723.88,1459053.058
Diethanolamine,16043746.99,11779448.26,10598988.61,29016505.84,19637050.17,21938184.28,36369413.49,12117845.06,34749646.08,34447771.32,36958305.12,26448172.23,11657661.74,29715575.03,11960310.87,19426808.88,28480544.28,12777928.62,21892219.96,17513890.49,398341.3696,673187.4579,8474696.688,328993.4128,220239.5526,24751161.02,11029137.09,19633223.38,37351938.93,25943212.14,15187227.16,4991557.71,6179599.557,4272789.41,7254178.442,22291159.99,516615.8898,390164.1138,235844.1282,10768327.06,18398426.64,19414756.48,3287943.334,20867745.66,18917076.25,485032.49,15798018.33,12970444.52,21786656.35,3546300.902,17230651.95,11089231.5,17900586.12,11740614.86,6887577.414,17025424.14,8068406.783
Dihexylamine,60695727.17,64840061,46252705.56,40284242.6,41632924.07,38654904.88,73341627.75,36526292.89,54164041.66,51202272.93,56926825.29,34512812.9,25327941.95,78254682.07,39691752.14,51510303.68,53369413.1,40471365.85,44823647.84,53691034.47,88280.98536,243180.6006,7737636.395,237731.6034,108870.7636,71833034.62,47538468.01,52363320,52515253.71,69019186.94,62860753.81,38101146.68,17126700.24,24552517.67,63880948.01,56299966.33,343712.6551,251389.5778,80863.81512,50701978.61,69751894.88,62609301.03,11164461.51,60460183.32,64263610.74,52311345.36,57668771.04,51952676.52,64138926.55,48795612.72,55624160.36,80101783.84,81684405.34,70313338.83,76111234.69,90903032.67,72301213.93
Diphenyl phthalate,101222061.8,157799198.9,185648558.6,85221368.23,122415796.6,152580968.6,125394622.4,176362047.8,120646471.6,182747727.7,131426814.4,114337349.2,143803785.7,169677818.2,151894088.5,166177659.1,122281434.7,185351431.2,117757775,159511148.2,233098176.2,257956154.8,176827786.3,232737333.7,231865667.9,172999438.7,189517525.9,172656090.3,86770261.01,132971287.3,166850225.5,159202992,176532370.1,158436804.6,164260527.9,156342546.6,201775924.5,201223616.4,206049064.1,169476005.5,167491702.6,154209029.4,177895175.4,121037841.9,98771984.28,96380361.24,125523223.7,116704375.5,159234542.7,56706612.88,140300683.6,166191374.4,137987866.2,167335148.4,163840713.8,122170482.9,150060218.7
Dodecyltrimethylammonium,9053808.895,2926300.909,4437081.401,14433843.44,2037618.942,1539956.072,2137370.686,1983749.803,1826978.687,1894749.473,1583411.486,2271581.476,1801075.086,2289089.459,1811381.767,1715365.157,1803158.973,1809359.557,1771725.342,2222222.863,108267.3199,147482.3555,1638532.567,108827.6872,112453.3777,1803093.338,3008769.325,1701947.05,1927918.69,1834382.247,2339220.891,2286538.74,1652177.4,1822011.054,1744386.573,1830168.984,101914.0795,98534.86157,102583.3295,1950405.378,1928775.984,3224569.059,1723088.053,2236168.603,1968808.903,2025751.235,2107105.349,2185097.359,2542828.133,2191904.462,2324472.543,1569874.903,2331558.619,1715536.273,1753622.988,560102.166,15155012.38
D-Raffinose,1713424.109,7747305.781,9528694.755,6513959.444,1267640.781,7779728.921,3474569.659,2384896.651,2816391.847,1667743.482,1068040.672,1715662.869,1129313.729,6205522.11,6465114.503,21213363.84,3649894.444,8218154.316,3216652.087,5238377.259,30361.51143,24937.24477,2072133.539,23222.00932,9947.855786,4795465.696,774145.1276,1104778.828,1045828.342,3844181.745,2765202.678,3167183.783,2371744.422,1377348.224,56782.58842,5204766.887,61540.12901,155283.4286,28004.16169,331125.332,340282.4471,1764395.566,956658.9704,133132.3632,2259624.53,72623.36376,398973.0541,38229.926,1124416.353,1907806.239,2806907.508,431575.2782,36677.68628,310752.7039,46764.21277,3384470.41,677392.7071
Erucamide,4584048.117,116120783,28664836.54,34129621.41,38900946.75,25705734.52,21022598.73,45915080.53,19213933.34,48780434.48,21684022.43,31658161.72,70987183.87,37039445.64,16278474.25,21422016.18,13442575.58,39203501.84,19017821.66,51277505.25,6118091.752,8503069.119,14021706.49,6820672.949,2787825.485,13171752.49,17294520.3,56830892.46,36722229.67,62562569.34,51448725.71,54929642.72,46501945.72,61856937.86,44214464.11,49773745.75,10114144.15,6469193.394,7335235.868,14966378.05,75036079.44,53375972.57,34375723.43,24091376.63,123208304.2,62851363.7,166337712.8,297540073.8,83821826.65,27789815.99,15220454.88,28112049.16,61260329.26,51671461.04,46159886.32,47612050.54,105598743.6
Ethylenediaminetetraacetic acid (EDTA),7339652.605,5691332.922,5948402.238,4651829.417,4385290.676,4660550.755,4405583.24,4544314.589,3651723.604,4524185.489,4065389.875,4386789.103,4528488.247,4579355.986,4345646.497,4257255.046,4063151.764,4702854.366,4098716.266,4189201.771,11336797.36,330165.7965,5238923.036,10623824.25,10351202.61,4785308.324,4351133.826,4449359.199,4360954.697,4061793.103,4135853.5,4130564.719,4370931.755,4214233.322,4259829.538,4221152.485,7104947.671,6813815.02,7346973.01,4343536.07,4285425.459,4016986.192,4220280.282,4161363.761,3977012.776,3585694.125,3891191.898,3788796.448,3886250.455,3944650.347,4480267.187,4335000.473,4574259.723,3777800.788,3733833.525,3575617.035,3447091.302
Guanine,555790.3867,1057310.597,1267014.077,655469.1388,1247433.039,2498559.171,1451125.845,7886118.252,1022657.014,3151340.488,1110006.509,6315517.076,1407341.652,879406.4788,1994315.708,2312951.119,2549499.243,4312191.343,1296368.364,4291361.528,423678.3861,597302.3649,3337849.647,482860.8103,483075.1351,2460195.007,1025690.745,3385715.911,1326925.452,300240.5043,643887.3461,413038.379,1168208.533,1270598.094,153873.2932,3120212.657,487008.0381,457569.4737,666221.9278,958148.1389,3303755.037,3943678.925,851658.8575,585272.7807,1404188.527,560433.0078,2311838.425,1554902.489,1067895.1,2018051.561,842426.8428,1100018.69,220597.2998,15939387.37,164492.3131,830655.0738,458395.7197
Hexadecanamide,368537912.3,256103416.8,277968654.3,391824476.6,287170089.6,275388778.6,257263335.1,294083449.5,299631390.2,303720276.3,291812529.3,278225135.3,286158315.7,258142049.4,291046126.4,383510791.6,312039791.1,307353197,285178754.8,237723258.6,214489680.7,268214017.9,292865748.5,208593371.4,207656482,322611913.6,316464394.9,304189991.2,298395059.3,307482801.2,305850534.5,292044231.9,250183723.3,293394686.1,298447283.8,311603843.6,207178427.1,181209632.4,209145710.4,295558678.8,305615479.9,287937779.8,265739891.8,298272806.4,247915362.9,276664154.9,268595472,299443984,300951700.8,286368825,278251695.8,330691718.3,333684477.7,308371119,297256923.8,356303364.1,313590324.2
Hydrolyzed fumonisin B1,16419312.5,13541576.24,15895015.44,8547169.484,8318931.089,9003526.883,12645223.82,8365468.104,11702287.58,8091479.052,7667536.026,13614819.14,13662805.35,11080466.39,10919864.54,15911268.08,9875971.642,14018358.94,10237514.28,12981393.94,128592.8719,148473.077,9719081.207,129938.2761,126912.7035,12029594.26,7997135.788,7043724.427,7156043.084,12403564.47,11657072.17,7775802.524,10741589.89,6176391.445,8771220.916,10268111.03,122404.3634,124118.2359,120433.0476,10766139.87,10654471.01,9405714.257,4560520.799,7437756.143,8848757.449,8505257.794,8490496.607,7091023.348,7932224.511,7428961.733,5400851.989,6019980.817,9760190.024,8544726.721,15593758.06,13285356.77,12224304
